OBJECTID,MUKEY,GIS_ID,TYPE,DESC_,SLOPE,TYPEDESC,SLOPEDESC,TYPE_ORIG,GLOBALID,CREATOR,CREATED,EDITOR,EDITED,SHAPEAREA,SHAPELEN
586,128632,SoilPly_589,Md,"Manor-urban land complex, 15 to 40 percent slopes",D,Manor-urban land complex,15 to 40 percent slopes,MdD,{F149D1C8-C049-4321-98D2-1738531B497C},,,,,0,0
587,128658,SoilPly_590,U1,Udorthents, ,Udorthents, ,U1,{21CFF630-CA81-48FA-8319-A65B16D9099A},,,,,0,0
588,128685,SoilPly_591,Ux,"Urban land-Sassafras complex, 0 to 8 percent slopes",B,Urban land-Sassafras complex,0 to 8 percent slopes,UxB,{16281D22-6552-4308-9DAA-20483E012555},,,,,0,0
589,128668,SoilPly_592,U7,"Udorthents, Gravelly, Smoothed", ,"Udorthents, Gravelly, Smoothed", ,U7,{0FF71BA7-48E0-4885-A1A5-8B8A1E29DA51},,,,,0,0
590,128571,SoilPly_593,Br,"Brandywine gravelly loam,  8 to 15 percent slopes",C,Brandywine gravelly loam,8 to 15 percent slopes,BrC,{3132E3A5-ACD4-4F9C-A59B-056186E1323D},,,,,0,0
591,128684,SoilPly_594,Us,"Urban land-Manor complex, 8 to 15 percent slopes",C,Urban land-Manor complex,8 to 15 percent slopes,UsC,{10CDAA9E-DAEB-465D-B9F2-58AD2B3D316E},,,,,0,0
592,128658,SoilPly_595,U1,Udorthents, ,Udorthents, ,U1,{2EB29204-730B-40FD-9E84-43060EB4C856},,,,,0,0
593,128672,SoilPly_596,Ub,Urban Land, ,Urban Land, ,Ub,{D42B2949-A109-49F7-9A66-7FAE40F9B4DD},,,,,0,0
594,128570,SoilPly_597,Bp,"Bourne-urban land complex, 0 to 8 percent slopes",B,Bourne-urban land complex,0 to 8 percent slopes,BpB,{C96DFF8B-4034-41D8-9D0C-BB0829448AD4},,,,,0,0
595,128649,SoilPly_598,Sg,"Sassafras-urban land complex, 0 to 8 percent slopes",B,Sassafras-urban land complex,0 to 8 percent slopes,SgB,{9042542A-09FA-4F7B-8C83-5DAE7BEA04DC},,,,,0,0
596,128686,SoilPly_599,Ux,"Urban land-Sassafras complex, 8 to 15 percent slopes",C,Urban land-Sassafras complex,8 to 15 percent slopes,UxC,{8E4B2B36-0EB4-403C-8F43-99D67922D484},,,,,0,0
597,128610,SoilPly_600,Gh,"Glenelg-urban land complex, 15 to 40 percent slopes",D,Glenelg-urban land complex,15 to 40 percent slopes,GhD,{5330FBB5-E8D1-441E-89D5-915D2D5E7310},,,,,0,0
598,128668,SoilPly_601,U7,"Udorthents, Gravelly, Smoothed", ,"Udorthents, Gravelly, Smoothed", ,U7,{7F4D0BD7-ADDB-4349-AF54-C59A4E5305FD},,,,,0,0
599,128690,SoilPly_602,Wo,"Woodstown sandy loam, 0 to 8 percent slopes",B,Woodstown sandy loam,0 to 8 percent slopes,WoB,{EE734B5B-49B4-4FCD-9BA7-8DFDEE8F34B1},,,,,0,0
600,128669,SoilPly_603,U8,"Udorthents, Sandy, Smoothed", ,"Udorthents, Sandy, Smoothed", ,U8,{2EF2636C-7AEC-4536-BB90-5810A4A965BB},,,,,0,0
601,128647,SoilPly_604,Sc,"Sassafras gravelly sandy loam, 8 to 15 percent slopes",C,Sassafras gravelly sandy loam,8 to 15 percent slopes,ScC,{FE5D06AB-C31E-4734-A039-9CD47891062A},,,,,0,0
602,128665,SoilPly_605,U4,"Udorthents, Loamy", ,"Udorthents, Loamy", ,U4,{B0D10C2B-00C1-40A8-98B9-B361A7DC75FC},,,,,0,0
603,128669,SoilPly_606,U8,"Udorthents, Sandy, Smoothed", ,"Udorthents, Sandy, Smoothed", ,U8,{DBE65C01-5930-42B5-910F-A416DC1E8A56},,,,,0,0
604,128649,SoilPly_607,Sg,"Sassafras-urban land complex, 0 to 8 percent slopes",B,Sassafras-urban land complex,0 to 8 percent slopes,SgB,{B75FC7A8-5A2B-4BD0-B781-C73601C1AB18},,,,,0,0
605,128684,SoilPly_608,Us,"Urban land-Manor complex, 8 to 15 percent slopes",C,Urban land-Manor complex,8 to 15 percent slopes,UsC,{8951B7FB-25F1-45F4-8601-9080AE6EE82A},,,,,0,0
606,128621,SoilPly_609,Ke,"Keyport fine sandy loam, 0 to 8 percent slopes",B,Keyport fine sandy loam,0 to 8 percent slopes,KeB,{CC91963B-6ADD-4EB0-AE77-DB4E7217C71D},,,,,0,0
607,128571,SoilPly_610,Br,"Brandywine gravelly loam,  8 to 15 percent slopes",C,Brandywine gravelly loam,8 to 15 percent slopes,BrC,{DF6210AD-E6B3-4586-A53A-A096DE763E60},,,,,0,0
608,128672,SoilPly_611,Ub,Urban Land, ,Urban Land, ,Ub,{433EC294-6A64-47C2-ADA1-ACFE0A7D7C21},,,,,0,0
609,128649,SoilPly_612,Sg,"Sassafras-urban land complex, 0 to 8 percent slopes",B,Sassafras-urban land complex,0 to 8 percent slopes,SgB,{681E162A-91A6-4FEF-9C35-EE4447DA7ED9},,,,,0,0
610,128588,SoilPly_613,Ck,Codorus Silt Loam, ,Codorus Silt Loam, ,Ck,{B13215EE-B610-492B-83A6-194C18C45D64},,,,,0,0
611,128672,SoilPly_614,Ub,Urban Land, ,Urban Land, ,Ub,{DE32DE22-37C8-4FE6-BDA6-6069D8A69A98},,,,,0,0
612,128648,SoilPly_615,Sc,"Sassafras gravelly sandy loam, 15 to 40 percent slopes",D,Sassafras gravelly sandy loam,15 to 40 percent slopes,ScD,{5165ADD4-1CD5-43B7-A978-BFD29CCB9E5E},,,,,0,0
613,128623,SoilPly_616,Km,"Keyport-urban land complex, 0 to 8 percent slopes",B,Keyport-urban land complex,0 to 8 percent slopes,KmB,{C4B716F6-45F1-472A-82FB-A4D3954BF5EE},,,,,0,0
614,128674,SoilPly_617,Ud,"Urban land-Brandywine complex, 0 to 8 percent slopes",B,Urban land-Brandywine complex,0 to 8 percent slopes,UdB,{82221385-F4FE-47EA-8BD0-15DD7E2CB5F4},,,,,0,0
615,128580,SoilPly_618,Cd,"Chillum-urban land complex,  8 to 15 percent slopes",C,Chillum-urban land complex,8 to 15 percent slopes,CdC,{B4D7B811-D683-42BE-8AA1-8F0D4C624A18},,,,,0,0
616,128609,SoilPly_619,Gh,"Glenelg-urban land complex, 8 to 15 percent slopes",C,Glenelg-urban land complex,8 to 15 percent slopes,GhC,{498023FB-5CFE-4B21-8345-BDDE6B84FFED},,,,,0,0
617,128574,SoilPly_620,Bt,"Brandywine-urban land complex, 8 to 15 percent slopes",C,Brandywine-urban land complex,8 to 15 percent slopes,BtC,{722024D8-CDD8-4F12-97FC-73BFC896197C},,,,,0,0
618,128645,SoilPly_621,Sa,"Sassafras sandy loam, 8 to 15 percent slopes",C,Sassafras sandy loam,8 to 15 percent slopes,SaC,{4A177034-6C2A-426F-BDF6-FE390065B52E},,,,,0,0
619,128685,SoilPly_622,Ux,"Urban land-Sassafras complex, 0 to 8 percent slopes",B,Urban land-Sassafras complex,0 to 8 percent slopes,UxB,{8CADA2EF-9999-4475-8247-F85FEEF75323},,,,,0,0
620,128605,SoilPly_623,Gg,"Glenelg loam, 0 to 8 percent slopes",B,Glenelg loam,0 to 8 percent slopes,GgB,{F3AACD07-6898-427C-8EE8-12B40C2B7F1A},,,,,0,0
621,128669,SoilPly_624,U8,"Udorthents, Sandy, Smoothed", ,"Udorthents, Sandy, Smoothed", ,U8,{5C1CF060-19A7-4080-9E61-A223622E1426},,,,,0,0
622,128666,SoilPly_625,U5,"Udorthents, Clayey", ,"Udorthents, Clayey", ,U5,{287C18F5-0F91-462C-B2E6-35B4B1DAAB34},,,,,0,0
623,128650,SoilPly_626,Sg,"Sassafras-urban land complex, 8 to 15 percent slopes",C,Sassafras-urban land complex,8 to 15 percent slopes,SgC,{087DF2B0-3784-418B-940F-54A18E62E55B},,,,,0,0
624,128568,SoilPly_627,Bn,"Bourne fine sandy loam, 0 to 8 percent slopes",B,Bourne fine sandy loam,0 to 8 percent slopes,BnB,{9414759C-5691-4969-A4D6-5787F1C18D8E},,,,,0,0
625,128570,SoilPly_628,Bp,"Bourne-urban land complex, 0 to 8 percent slopes",B,Bourne-urban land complex,0 to 8 percent slopes,BpB,{1E7DDCFD-B977-4C58-9B98-E017AAEC669E},,,,,0,0
626,128644,SoilPly_629,Sa,"Sassafras sandy loam, 0 to 8 percent slopes",B,Sassafras sandy loam,0 to 8 percent slopes,SaB,{8D00F2D4-62D5-4431-BBE5-CBAC8334F24F},,,,,0,0
627,128663,SoilPly_630,U2,"Udorthents , Gravelly", ,"Udorthents , Gravelly", ,U2,{8592E433-F6B8-4734-B4DB-9C4C47D19FD1},,,,,0,0
628,128631,SoilPly_631,Md,"Manor-urban land complex, 8 to 15 percent slopes",C,Manor-urban land complex,8 to 15 percent slopes,MdC,{C69AC899-FED0-464A-AA52-578CF3A5C52D},,,,,0,0
629,128575,SoilPly_632,Bt,"Brandywine-urban land complex, 15 to 40 percent slopes",D,Brandywine-urban land complex,15 to 40 percent slopes,BtD,{C1415758-CBCA-4591-8EF9-8403CAD07B91},,,,,0,0
630,128580,SoilPly_633,Cd,"Chillum-urban land complex,  8 to 15 percent slopes",C,Chillum-urban land complex,8 to 15 percent slopes,CdC,{1BF10961-D677-490A-A790-B72996FA33A6},,,,,0,0
631,128665,SoilPly_634,U4,"Udorthents, Loamy", ,"Udorthents, Loamy", ,U4,{9072D8E1-9B2F-4119-A40C-B2FFFEC56D57},,,,,0,0
632,128619,SoilPly_635,Ju,"Joppa-urban land complex, 8 to 15 percent slopes",C,Joppa-urban land complex,8 to 15 percent slopes,JuC,{545B0D48-8ADA-4509-9222-378E8A5A610E},,,,,0,0
633,128574,SoilPly_636,Bt,"Brandywine-urban land complex, 8 to 15 percent slopes",C,Brandywine-urban land complex,8 to 15 percent slopes,BtC,{85F69035-7248-4054-928F-ECC144682E78},,,,,0,0
634,128616,SoilPly_637,Jt,"Joppa gravelly sandy loam, 8 to 15 percent slopes",C,Joppa gravelly sandy loam,8 to 15 percent slopes,JtC,{E1752943-E925-44D8-AEA7-678C05FB9492},,,,,0,0
635,128612,SoilPly_638,Gm,"Glenelg variant-urban land complex, 0 to 8 percent slopes",B,Glenelg variant-urban land complex,0 to 8 percent slopes,GmB,{D020909F-9546-42BF-A2DD-9C3E767F534F},,,,,0,0
636,128642,SoilPly_639,Nu,"Neshaminy-urban land complex, 8 to 15 percent slopes",C,Neshaminy-urban land complex,8 to 15 percent slopes,NuC,{D746B104-5236-47C5-BBDF-BE63977021CF},,,,,0,0
637,128591,SoilPly_640,Cw,"Croom very gravelly sandy loam, 8 to 15 percent slopes",C,Croom very gravelly sandy loam,8 to 15 percent slopes,CwC,{62BCBB11-FE5F-4141-8639-03D13A524A03},,,,,0,0
638,128649,SoilPly_641,Sg,"Sassafras-urban land complex, 0 to 8 percent slopes",B,Sassafras-urban land complex,0 to 8 percent slopes,SgB,{C78B64CA-48AE-4C96-90A1-494BDE6FCA08},,,,,0,0
639,128612,SoilPly_642,Gm,"Glenelg variant-urban land complex, 0 to 8 percent slopes",B,Glenelg variant-urban land complex,0 to 8 percent slopes,GmB,{78F75ED5-1C0E-496D-9225-7FB4FE9A8290},,,,,0,0
640,128691,SoilPly_574,Wp,"Woodstown-urban land complex, 0 to 8 percent slopes",B,Woodstown-urban land complex,0 to 8 percent slopes,WpB,{ACCC8F9F-C3A2-4540-92E3-5A7379FF4A88},,,,,0,0
641,128585,SoilPly_575,Cf,"Christiana-urban land complex, 0 to 8 percent slopes",B,Christiana-urban land complex,0 to 8 percent slopes,CfB,{D2CDC08B-A0A5-44B8-BE6E-F3B97E9528D5},,,,,0,0
642,128651,SoilPly_576,Sg,"Sassafras-urban land complex, 15 to 40 percent slopes",D,Sassafras-urban land complex,15 to 40 percent slopes,SgD,{443CA822-2567-49B6-BD2D-80F2DC5EAAD7},,,,,0,0
643,128691,SoilPly_645,Wp,"Woodstown-urban land complex, 0 to 8 percent slopes",B,Woodstown-urban land complex,0 to 8 percent slopes,WpB,{06750184-8F0B-46BE-B89E-27CBCA4363A1},,,,,0,0
644,128622,SoilPly_646,Ke,"Keyport fine sandy loam, 8 to 15 percent slopes",C,Keyport fine sandy loam,8 to 15 percent slopes,KeC,{4BD7DD34-1F73-4DC5-9676-AC2334110355},,,,,0,0
645,128672,SoilPly_647,Ub,Urban Land, ,Urban Land, ,Ub,{4BC5752E-7FCF-4C78-BDE2-1CAE62B46BFC},,,,,0,0
646,128589,SoilPly_648,Cn,Codorus - Urban Land Complex, ,Codorus - Urban Land Complex, ,Cn,{7516DACB-E2E1-4B29-9002-126B5F5D64DA},,,,,0,0
647,128619,SoilPly_649,Ju,"Joppa-urban land complex, 8 to 15 percent slopes",C,Joppa-urban land complex,8 to 15 percent slopes,JuC,{79E1ADDA-81ED-42E8-A351-E4032FE44C53},,,,,0,0
648,128630,SoilPly_650,Md,"Manor-urban land complex, 0 to 8 percent slopes",B,Manor-urban land complex,0 to 8 percent slopes,MdB,{25D8DA17-10EC-4B63-86C8-D4DACBB50672},,,,,0,0
649,128631,SoilPly_651,Md,"Manor-urban land complex, 8 to 15 percent slopes",C,Manor-urban land complex,8 to 15 percent slopes,MdC,{61B5DD6D-A7E9-4B3C-B511-8F9841CF5017},,,,,0,0
650,128665,SoilPly_652,U4,"Udorthents, Loamy", ,"Udorthents, Loamy", ,U4,{E09A8F94-55E6-4916-8E1D-FEBEE8E45AD9},,,,,0,0
651,128691,SoilPly_653,Wp,"Woodstown-urban land complex, 0 to 8 percent slopes",B,Woodstown-urban land complex,0 to 8 percent slopes,WpB,{94F7F730-BE8C-4D62-8254-6252229AD897},,,,,0,0
652,128665,SoilPly_654,U4,"Udorthents, Loamy", ,"Udorthents, Loamy", ,U4,{5718AA24-7CB1-4B8B-A8D5-269DD8B9E684},,,,,0,0
653,128617,SoilPly_655,Jt,"Joppa gravelly sandy loam, 15 to 40 percent slopes",D,Joppa gravelly sandy loam,15 to 40 percent slopes,JtD,{A44F2462-B29E-4EDF-BC60-5C453B4C87E0},,,,,0,0
654,128619,SoilPly_656,Ju,"Joppa-urban land complex, 8 to 15 percent slopes",C,Joppa-urban land complex,8 to 15 percent slopes,JuC,{53178950-9C59-4F09-B564-E23FF86A5F99},,,,,0,0
655,128609,SoilPly_657,Gh,"Glenelg-urban land complex, 8 to 15 percent slopes",C,Glenelg-urban land complex,8 to 15 percent slopes,GhC,{25943884-94F3-46E9-BC1E-7BAF6D23456C},,,,,0,0
656,128650,SoilPly_658,Sg,"Sassafras-urban land complex, 8 to 15 percent slopes",C,Sassafras-urban land complex,8 to 15 percent slopes,SgC,{1F4DCC43-E02C-4DB8-AD8D-124C865592B1},,,,,0,0
657,128568,SoilPly_659,Bn,"Bourne fine sandy loam, 0 to 8 percent slopes",B,Bourne fine sandy loam,0 to 8 percent slopes,BnB,{AC3DD7AB-91E3-4EF8-9953-2FEABD759D92},,,,,0,0
658,128575,SoilPly_660,Bt,"Brandywine-urban land complex, 15 to 40 percent slopes",D,Brandywine-urban land complex,15 to 40 percent slopes,BtD,{30B6B9B0-8EA8-430E-ABA8-F252BFCED874},,,,,0,0
659,128608,SoilPly_661,Gh,"Glenelg-urban land complex, 0 to 8 percent slopes",B,Glenelg-urban land complex,0 to 8 percent slopes,GhB,{DBE2F22C-6D4A-4E84-8F55-EDB22029E569},,,,,0,0
660,128614,SoilPly_662,Ip,Iuka - Urban Land Complex, ,Iuka - Urban Land Complex, ,Ip,{D5137CB7-931D-4903-BE8A-EA3B9B3D8B88},,,,,0,0
661,128574,SoilPly_663,Bt,"Brandywine-urban land complex, 8 to 15 percent slopes",C,Brandywine-urban land complex,8 to 15 percent slopes,BtC,{7DD730DE-FBBE-4C76-857E-88C89AB2F0DC},,,,,0,0
662,128609,SoilPly_664,Gh,"Glenelg-urban land complex, 8 to 15 percent slopes",C,Glenelg-urban land complex,8 to 15 percent slopes,GhC,{A5C3C661-D3CF-4FC9-9B1E-0CAC4473F393},,,,,0,0
663,128645,SoilPly_665,Sa,"Sassafras sandy loam, 8 to 15 percent slopes",C,Sassafras sandy loam,8 to 15 percent slopes,SaC,{05347A7B-53D6-40F7-9C6A-FC7D37A1F491},,,,,0,0
664,128569,SoilPly_666,Bn,"Bourne fine sandy loam, 8 to 15 percent slopes",C,Bourne fine sandy loam,8 to 15 percent slopes,BnC,{877AC65F-F0CF-4F36-9D1A-824B033BA534},,,,,0,0
665,128665,SoilPly_667,U4,"Udorthents, Loamy", ,"Udorthents, Loamy", ,U4,{D40680DA-5135-49B9-B673-EA6C00269C33},,,,,0,0
666,128612,SoilPly_668,Gm,"Glenelg variant-urban land complex, 0 to 8 percent slopes",B,Glenelg variant-urban land complex,0 to 8 percent slopes,GmB,{6A4AADE2-A496-4D16-B564-D310F6A6C367},,,,,0,0
667,128670,SoilPly_669,U9,"Udorthents, Clayey, Smoothed", ,"Udorthents, Clayey, Smoothed", ,U9,{F96484A2-854B-4860-BF04-1CBA0A585B33},,,,,0,0
668,128607,SoilPly_670,Gg,"Glenelg loam, 15 to 40 percent slopes",D,Glenelg loam,15 to 40 percent slopes,GgD,{5EEB796D-1B83-4193-BFDD-F894E200DD6A},,,,,0,0
669,128684,SoilPly_671,Us,"Urban land-Manor complex, 8 to 15 percent slopes",C,Urban land-Manor complex,8 to 15 percent slopes,UsC,{BB51FA2E-3F46-48D7-90D3-703A40C4DC96},,,,,0,0
670,128575,SoilPly_672,Bt,"Brandywine-urban land complex, 15 to 40 percent slopes",D,Brandywine-urban land complex,15 to 40 percent slopes,BtD,{582F7054-43B1-47E8-898B-39DF738D08BB},,,,,0,0
671,128574,SoilPly_673,Bt,"Brandywine-urban land complex, 8 to 15 percent slopes",C,Brandywine-urban land complex,8 to 15 percent slopes,BtC,{3575C740-2A6D-4F3D-9E44-8E088757EECF},,,,,0,0
672,128688,SoilPly_674,Uz,"Urban land-Woodstown complex, 0 to 8 percent slopes",B,Urban land-Woodstown complex,0 to 8 percent slopes,UzB,{79C0FB0B-FE53-4665-98DE-713E67D95B4E},,,,,0,0
673,128591,SoilPly_675,Cw,"Croom very gravelly sandy loam, 8 to 15 percent slopes",C,Croom very gravelly sandy loam,8 to 15 percent slopes,CwC,{4BF89F40-7013-414B-9942-A5A046CEA4E1},,,,,0,0
674,128631,SoilPly_676,Md,"Manor-urban land complex, 8 to 15 percent slopes",C,Manor-urban land complex,8 to 15 percent slopes,MdC,{806A6541-EB5D-4294-AC80-A476036C1F03},,,,,0,0
675,128658,SoilPly_677,U1,Udorthents, ,Udorthents, ,U1,{9D930F2F-16D0-44B9-8ECC-92160D761129},,,,,0,0
676,128609,SoilPly_678,Gh,"Glenelg-urban land complex, 8 to 15 percent slopes",C,Glenelg-urban land complex,8 to 15 percent slopes,GhC,{7273BDC9-15FE-4A07-ACED-D34BC33B8794},,,,,0,0
677,128611,SoilPly_679,Gl,"Glenelg variant silt loam, 0 to 8 percent slopes",B,Glenelg variant silt loam,0 to 8 percent slopes,GlB,{0F552614-7DE4-4B4E-BC0D-15702DEC4D7E},,,,,0,0
678,128575,SoilPly_680,Bt,"Brandywine-urban land complex, 15 to 40 percent slopes",D,Brandywine-urban land complex,15 to 40 percent slopes,BtD,{35B44C3C-C4A2-4A22-B5E2-A2E7AF3A7242},,,,,0,0
679,128644,SoilPly_681,Sa,"Sassafras sandy loam, 0 to 8 percent slopes",B,Sassafras sandy loam,0 to 8 percent slopes,SaB,{A9897C2C-E361-44A2-8738-EAB55F8328B3},,,,,0,0
680,128672,SoilPly_682,Ub,Urban Land, ,Urban Land, ,Ub,{8C515E31-D545-42B0-B5AF-4400584409F5},,,,,0,0
681,128689,SoilPly_683,W,Water, ,Water, ,W,{07F22541-8662-40D6-95BF-498182455EB4},,,,,0,0
682,128585,SoilPly_684,Cf,"Christiana-urban land complex, 0 to 8 percent slopes",B,Christiana-urban land complex,0 to 8 percent slopes,CfB,{293F5279-13E4-45CA-88AB-520EF45B1295},,,,,0,0
683,128676,SoilPly_685,Ue,"Urban land-Chillum complex, 8 to 15 percent slopes",C,Urban land-Chillum complex,8 to 15 percent slopes,UeC,{868EA875-6095-4571-8461-44565B517A3F},,,,,0,0
684,128630,SoilPly_686,Md,"Manor-urban land complex, 0 to 8 percent slopes",B,Manor-urban land complex,0 to 8 percent slopes,MdB,{2547C76A-2011-4FA8-A02F-903A00848BB2},,,,,0,0
685,128650,SoilPly_687,Sg,"Sassafras-urban land complex, 8 to 15 percent slopes",C,Sassafras-urban land complex,8 to 15 percent slopes,SgC,{598B43FE-140D-4356-AD53-7E25DDD7A9D2},,,,,0,0
686,128632,SoilPly_688,Md,"Manor-urban land complex, 15 to 40 percent slopes",D,Manor-urban land complex,15 to 40 percent slopes,MdD,{858151DC-EEA7-463B-A8D1-E3B227F2C942},,,,,0,0
687,128669,SoilPly_689,U8,"Udorthents, Sandy, Smoothed", ,"Udorthents, Sandy, Smoothed", ,U8,{B5BA7F11-3B4D-4EBE-836A-C8B9EA3AE6B5},,,,,0,0
688,128658,SoilPly_690,U1,Udorthents, ,Udorthents, ,U1,{CC034939-F554-4E86-B438-E1D7DAFA81F4},,,,,0,0
689,128665,SoilPly_691,U4,"Udorthents, Loamy", ,"Udorthents, Loamy", ,U4,{6700093E-450B-41CD-8B38-D6D1E1247921},,,,,0,0
690,128574,SoilPly_692,Bt,"Brandywine-urban land complex, 8 to 15 percent slopes",C,Brandywine-urban land complex,8 to 15 percent slopes,BtC,{FBCE67A1-4773-432B-BEE9-221806547F64},,,,,0,0
691,128650,SoilPly_693,Sg,"Sassafras-urban land complex, 8 to 15 percent slopes",C,Sassafras-urban land complex,8 to 15 percent slopes,SgC,{1075E64D-A51F-4444-A04D-192297A0FEB4},,,,,0,0
692,128617,SoilPly_694,Jt,"Joppa gravelly sandy loam, 15 to 40 percent slopes",D,Joppa gravelly sandy loam,15 to 40 percent slopes,JtD,{C7334AF0-4C77-456B-9B32-40D2CF442A5B},,,,,0,0
693,128672,SoilPly_695,Ub,Urban Land, ,Urban Land, ,Ub,{FD2A5C18-20F5-4F54-8E2F-FF91E59DCE02},,,,,0,0
694,128580,SoilPly_696,Cd,"Chillum-urban land complex,  8 to 15 percent slopes",C,Chillum-urban land complex,8 to 15 percent slopes,CdC,{6A611D10-71CC-4344-A472-E7D42B610193},,,,,0,0
695,128586,SoilPly_697,Cf,"Christiana-urban land complex, 8 to 15 percent slopes",C,Christiana-urban land complex,8 to 15 percent slopes,CfC,{7CD3C009-E7B4-43C6-A143-302FA4CC5EF3},,,,,0,0
696,128627,SoilPly_698,Mb,"Manor loam, 8 to 15 percent slopes",C,Manor loam,8 to 15 percent slopes,MbC,{7AA8C5FF-CEDE-4AC7-B2E6-3F1D24C85F57},,,,,0,0
697,128676,SoilPly_699,Ue,"Urban land-Chillum complex, 8 to 15 percent slopes",C,Urban land-Chillum complex,8 to 15 percent slopes,UeC,{F98F8213-D638-46D5-A0B9-D9B1FD9FDB45},,,,,0,0
698,128609,SoilPly_700,Gh,"Glenelg-urban land complex, 8 to 15 percent slopes",C,Glenelg-urban land complex,8 to 15 percent slopes,GhC,{24046DCC-4FDE-4EAB-9375-369B6EAF84EB},,,,,0,0
699,128666,SoilPly_701,U5,"Udorthents, Clayey", ,"Udorthents, Clayey", ,U5,{928C221A-F204-462F-A23E-C1A15FA870DB},,,,,0,0
700,128612,SoilPly_702,Gm,"Glenelg variant-urban land complex, 0 to 8 percent slopes",B,Glenelg variant-urban land complex,0 to 8 percent slopes,GmB,{5A926B02-F7E6-4D2B-B368-AEDD94E3528F},,,,,0,0
701,128630,SoilPly_703,Md,"Manor-urban land complex, 0 to 8 percent slopes",B,Manor-urban land complex,0 to 8 percent slopes,MdB,{3A25CC64-1163-48AB-B80D-BFC0714B3BFD},,,,,0,0
702,128632,SoilPly_704,Md,"Manor-urban land complex, 15 to 40 percent slopes",D,Manor-urban land complex,15 to 40 percent slopes,MdD,{1AB9207D-E64C-4ACB-9104-AC9DA67C4905},,,,,0,0
703,128691,SoilPly_643,Wp,"Woodstown-urban land complex, 0 to 8 percent slopes",B,Woodstown-urban land complex,0 to 8 percent slopes,WpB,{3C36EAC5-FEA7-41ED-BDF1-5E6308D1B9CC},,,,,0,0
704,128631,SoilPly_644,Md,"Manor-urban land complex, 8 to 15 percent slopes",C,Manor-urban land complex,8 to 15 percent slopes,MdC,{9BF0F04D-7219-4E0B-82DD-039ECFBF603D},,,,,0,0
705,128616,SoilPly_726,Jt,"Joppa gravelly sandy loam, 8 to 15 percent slopes",C,Joppa gravelly sandy loam,8 to 15 percent slopes,JtC,{9AD0E57A-AC77-489F-ABFE-2D9CC6384335},,,,,0,0
706,128609,SoilPly_727,Gh,"Glenelg-urban land complex, 8 to 15 percent slopes",C,Glenelg-urban land complex,8 to 15 percent slopes,GhC,{5ED4AB81-58EB-42F3-A4F8-71371E1CA619},,,,,0,0
707,128609,SoilPly_728,Gh,"Glenelg-urban land complex, 8 to 15 percent slopes",C,Glenelg-urban land complex,8 to 15 percent slopes,GhC,{E1C02BEE-5D9B-40AF-ABBE-5890D3F238BA},,,,,0,0
708,128619,SoilPly_729,Ju,"Joppa-urban land complex, 8 to 15 percent slopes",C,Joppa-urban land complex,8 to 15 percent slopes,JuC,{3FF8071D-CABE-4C4B-889F-C92C7F304BC8},,,,,0,0
709,128659,SoilPly_730,U1,"Udorthents, clayey, smoothed",0,"Udorthents, clayey, smoothed", ,U10,{43437857-B975-4BE6-A97E-5E27AA2F9321},,,,,0,0
710,128663,SoilPly_731,U2,"Udorthents , Gravelly", ,"Udorthents , Gravelly", ,U2,{4B688ABF-6341-4370-942E-8EB2CD006014},,,,,0,0
711,128623,SoilPly_732,Km,"Keyport-urban land complex, 0 to 8 percent slopes",B,Keyport-urban land complex,0 to 8 percent slopes,KmB,{8285A69B-769E-4F32-A142-03770684940D},,,,,0,0
712,128650,SoilPly_733,Sg,"Sassafras-urban land complex, 8 to 15 percent slopes",C,Sassafras-urban land complex,8 to 15 percent slopes,SgC,{8E14C39B-1BD6-49F5-B4A3-2935325897DD},,,,,0,0
713,128666,SoilPly_734,U5,"Udorthents, Clayey", ,"Udorthents, Clayey", ,U5,{EEC89839-3B68-4BEB-948F-E00DA1A25AE6},,,,,0,0
714,128665,SoilPly_735,U4,"Udorthents, Loamy", ,"Udorthents, Loamy", ,U4,{6522C85E-5C91-4C4F-BC01-E04A138FF051},,,,,0,0
715,128647,SoilPly_736,Sc,"Sassafras gravelly sandy loam, 8 to 15 percent slopes",C,Sassafras gravelly sandy loam,8 to 15 percent slopes,ScC,{0D525462-47A7-487A-895D-7380BD7F3843},,,,,0,0
716,128672,SoilPly_737,Ub,Urban Land, ,Urban Land, ,Ub,{AD4923C9-E7A7-4CAD-9180-CE5F78A4A2C1},,,,,0,0
717,128650,SoilPly_738,Sg,"Sassafras-urban land complex, 8 to 15 percent slopes",C,Sassafras-urban land complex,8 to 15 percent slopes,SgC,{A7C9F650-2B13-42E7-B259-72E41EA1B51A},,,,,0,0
718,128685,SoilPly_739,Ux,"Urban land-Sassafras complex, 0 to 8 percent slopes",B,Urban land-Sassafras complex,0 to 8 percent slopes,UxB,{4C6F3148-1484-48EB-9468-E611EFD6A3C7},,,,,0,0
719,128650,SoilPly_740,Sg,"Sassafras-urban land complex, 8 to 15 percent slopes",C,Sassafras-urban land complex,8 to 15 percent slopes,SgC,{1A02264F-5C5F-423C-A8B4-E7040DA79502},,,,,0,0
720,128659,SoilPly_741,U1,"Udorthents, clayey, smoothed",0,"Udorthents, clayey, smoothed", ,U10,{EC8D2D58-BEF3-4FAF-8810-DF71F8920262},,,,,0,0
